Sutra krama:Akaaraadi krama:Kaumudi krama,Sutra,PadacCheda,Sutra krama
54077:45:945,अचतुरविचतुरसुचतुरस्त्रीपुंसधेन्वनडुहर्क्सामवाङ्मनसाक्षिभ्रुवदारगवोर्वष्ठीवपदष्ठीवनक्तंदिवरत्रिंदिवाहर्दिवसरजसनिःश्रेयसपुरुषायुषद्व्यायुषत्र्यायुषर्ग्यजुषजातोक्षमहोक्षवृद्धोक्षोपशुनगोष्ठश्वाः,अचतुरविचतुरसुचतुरस्त्रीपुंसधेन्वनडुहर्क्सामवाङ्मनसाक्षिभ्रुवदारगवोर्वष्ठीवपदष्ठीवनक्तंदिवरत्रिंदिवाहर्दिवसरजसनिःश्रेयसपुरुषायुषद्व्यायुषत्र्यायुषर्ग्यजुषजातोक्षमहोक्षवृद्धोक्षोपशुनगोष्ठश्वाः,54077
54078:2631:946,ब्रह्महस्तिभ्याम् वर्च्चसः,ब्रह्महस्तिभ्याम्+वर्च्चसः,54078
54079:385:947,अवसमन्धेभ्यस्तमसः,अवसमन्धेभ्यः+तमसः,54079
54080:3467:948,श्वसो वसीयःश्रेयसः,श्वसः+वसीयःश्रेयसः,54080
54081:268:949,अन्ववतप्ताद्रहसः,अन्ववतप्तात्+रहसः,54081
54082:2472:950,प्रतेरुरसः सप्तमीस्थात्‌,प्रतेः+उरसः+सप्तमीस्थात्,54082
54084:1973:952,द्विस्तावा त्रिस्तावा वेदिः,द्विस्तावा+त्रिस्तावा+वेदिः,54084
54085:786:953,उपसर्गादध्वनः,उपसर्गात्+अध्वनः,54085
54086:1603:786,तत्पुरुषस्याङ्गुलेः संख्याऽव्ययादेः,तत्पुरुषस्य+अङ्‍गुलेः+सङ्‍ख्याऽव्ययादेः,54086
54087:450:787,अहस्सर्वैकदेशसंख्यातपुण्याच्च रात्रेः,अहस्सर्वैकदेशसंख्यातपुण्यात्+च+रात्रेः,54087
54088:456:790,अह्नोऽह्न एतेभ्यः,अह्नः+अह्नः+एतेभ्यः,54088
54089:2074:793,न संख्याऽऽदेः समाहारे,न+सङ्‍ख्याऽऽदेः+समाहारे,54089
54090:713:794,उत्तमैकाभ्यां च,उत्तमैकाभ्याम्+च,54090
54091:2924:788,राजाऽहस्सखिभ्यष्टच्‌,राजाऽहस्सखिभ्यः+टच्,54091
54092:1328:729,गोरतद्धितलुकि,गौः+अतद्धितलुकि,54092
54093:29:795,अग्राख्यायामुरसः,अग्राख्यायाम्+उरसः,54093
54094:230:796,अनोऽश्मायस्सरसाम् जातिसंज्ञयोः,अनः+अश्मायस्सरसाम्+जातिसंज्ञयोः,54094
54095:1342:797,ग्रामकौटाभ्यां च तक्ष्णः,ग्रामकौटाभ्याम्+च+तक्ष्णः,54095
54096:107:798,अतेः शुनः,अतेः+शुनः,54096
54097:767:799,उपमानादप्राणिषु,उपमानात्+अप्राणिषु,54097
54098:718:800,उत्तरमृगपूर्वाच्च सक्थ्नः,उत्तरमृगपूर्वात्+च+सक्थ्‍नः,54098
54101:1255:803,खार्याः प्राचाम्,खार्याः+प्राचाम्,54101
54102:1965:804,द्वित्रिभ्यामञ्जलेः,द्वित्रिभ्याम्+अञ्जलेः,54102
54103:180:3505,अनसन्तान्नपुंसकाच्छन्दसि,अनसन्तात्+नपुंसकात्+छन्दसि,54103
54104:2629:805,ब्रह्मणो जानपदाख्यायाम्,ब्रह्मणः+जानपदाख्यायाम्,54104
54105:1108:806,कुमहद्भ्यामन्यतरस्याम्‌,कुमहद्‍भ्याम्+अन्यतरस्याम्,54105
54106:1935:930,द्वंद्वाच्चुदषहान्तात् समाहारे,द्वन्द्वात्+चुदषहान्तात्+समाहारे,54106
54107:409:677,अव्ययीभावे शरत्प्रभृतिभ्यः,अव्ययीभावे+शरत्प्रभृतिभ्यः,54107
54109:2117:680,नपुंसकादन्यतर्अस्याम्,नपुंसकात्+अन्यतरस्याम्,54109
54110:2103:681,नदीपौर्णमास्याग्रहायणीभ्यः,नदीपौर्णमास्याग्रहायणीभ्यः,54110
54111:1540:682,झयः,झयः,54111
54112:1292:683,गिरेश्च सेनकस्य,गिरेः+च+सेनकस्य,54112
54113:2607:852,बहुव्रीहौ सक्थ्यक्ष्णोः स्वाङ्गात्‌ षच्,बहुव्रीहौ+सक्थ्यक्ष्णोः+स्वाङ्गात्+षच्,54113
54114:38:853,अङ्गुलेर्दारुणि,अङ्‍गुलेः+दारुणि,54114
54115:1964:854,द्वित्रिभ्यां ष मूर्ध्नः,द्वित्रिभ्याम्+ष+मूर्ध्नः,54115
54116:301:832,अप् पूरणीप्रमाण्योः,अप्+पूरणीप्रमाण्योः,54116
54117:246:855,अन्तर्बहिर्भ्यां च लोम्नः,अन्तर्बहिर्भ्याम्+च+लोम्नः,54117
54118:78:856,अञ्नासिकायाः संज्ञायां नसं चास्थूलात्‌,अच्+नासिकायाः+संज्ञायाम्+नसम्+च+अस्थूलात्,54118
54119:781:858,उपसर्गाच्च,उपसर्गात्+च,54119
54120:3766:860,सुप्रातसुश्वसुदिवशारिकुक्षचतुरश्रैणीपदाजपदप्रोष्ठपदाः,सुप्रातसुश्वसुदिवशारिकुक्षचतुरश्रैणीपदाजपदप्रोष्ठपदाः,54120
54121:2096:861,नञ्दुःसुभ्यो हलिसक्थ्योरन्यतरस्याम्,नञ्दुःसुभ्यः+हलिसक्थ्योः+अन्यतरस्याम्,54121
